Cleaned_Text,label
great app huge improvement stock calendar anything else available   easy navigate sync calendar without flaw couple change could include current date widget also able scroll wid,1
htc g2 use app iconia really love widget highly customizable size   timeframe app widget thumb keyboard 2 faotd not know would live without good see continued,1
work perfectly google calendar elegant frill different view daily weekly monthly perfect glance info,1
seem work perfectly far maybe worth 5i like option seem simple widget option r great,1
get amazon app store even several reboot would either freeze force quit really bum,0
google calendar user multiple calendar app easy way organize go love,1
android phone 3 year not ever use stock calendar user friendly not like pay app keep good ol paper calendar app make chuck paper use phon,1
love calendar view give information need look work whenever someone see look appointment always ask 34how get calendar look like that34 tell price be,1
great replacement calendar app evo 3d problem sense one load one great load appointment widget really fast sync perfectly google calendar,1
love calendar   way well droid xs default calendar   actually hope amazon would give away suprise actually   love,1
use calendar personal business last month greatly appreciate easy quick operate,1
great app need something like ill let swiftkey finish review therefore carry virus check open attachment please note information outgoing message haha love,1
try app good pure grid calendar widget uninstalle mess connection google account calendar long pull anything calendar include stock calendar   evo 4 g,0
great customization great user interface smooh use intuitive operate also love little pop up   calendar app good actually use free version exclusively thank amazon,1
app nice fairly easy use use time get hang feature potential app give get back quickly question problem not get technical r,1
great app much well stock note although store say optimize honeycomb still work well   not let put   small issue lack resizable widget honeycomb,1
wonderful calendar app interface appeal easy follow add new event snapmuch well default calendar,1
great lack exchange support specifically push exchange   company wait periodic update need appointment need   add appointment take hour work calendar,0
particularly love display text every item even month viewand word review publish,1
widget stop work work fine randomly stop annoying something fix soon possible,0
great application ought builtin android calendar not know would without familiar feature come depend upon two favorite feature expand day view whi,1
glad get calendar calendar come phone interesting thing event outlook fond like set event meeting idk disappoint,1
love agenda view good job pack lot info organized way well do,1
love fact multiple widget size like keep small version home screen stock one large need secondary screen well lay easy use read,1
use quite calendar app fat one good everything want calendar,1
get faotd use exclusively goto calender app easily pull calender information may like google calender intuitive interface uncluttered display app would worth purcha,1
user friendly calendar find   importantly widget show upcoming appointment   must business calendar great job,1
not read advertising closely enough would realize not want anything   legal doctrine say provide third party private information reasonable expectation privacy  ,0
app look   sync google perfectly   widget great   add new event easy quick   many option   love,1
well far several pay calendar try need excellent calendar functionality business application,1
try free version like buy pay app   issue change version lose home screen widget could not get back uninstallingreinstalle fix   work great galaxy s2 skyrocket   stock,1
feature look several not realize well do,1
many say great app well stock app great display appointment time widget allow also useful worth buy   opinion,1
try calendar app far good developer keep improve way well stock android calendar sync flawlessly google calendar get free would definitely pay 5 itit worth,1
really like software calendar work fantastic use several device due one something not however move close one,1
use business calendar year love   ton customize feature view calendar event way like   week start sunday 7 view way look month week,1
love calendar   ton well one came preinstalle droid x particular like show bar represent meeting time length even month view decide particular week hectic meetin,1
calendar integrate well google calendar   wish developer would come honeycomb version,1
calendar really great way keep event straight see early review say app need bi weekly repeat one work schedule bi weekly schedule calendar keep sync perfectly,1
business calendar never fully satisfied calendar app android try many seem either fast overlysimplified lack feature featurefull resource hog slow slow slowi fi,1
app work great rooted dx run late ota nice widget highly customizable interface remind cal app mac,1
work perfectly   good app find replace lackluster default calendar app phone   make life much easy enter work schedule see many time ill work different hour day week   really like save,1
great app nice planner many different option recommend everyone,1
50000000 frenchman can not wrong whole bunch amazon reviewer   favorite calendar app amazon insistence one log amazon make dangerous   not mind log amazon   problem figure ou,1
cal good androind easy use makea schedule easy follow eveyone downlod right away,1
much well one comes build   love widget option   handy addition worth money,1
recent update make app amazing keep great work new widget design make app extraordinary,1
quite simply good calendar app try one sync outlook google calendar well info display well expect phone love ituse time,1
almost not bother download app   although really happy stock calendar always open wrong day   maybe evo thing   think someone could build well app google google android platfor,1
good calendar try   get free app day would worth pay forit let change calendar preexist appointment   native app will not,1
can not beat free download app good well interface easy use stock calendar droid droid like,1
love app useful well implement make life simple   one complaint fix update   app absolute favorite calendar app   slick interface fluid design smart view scrollable,1
love app try 5 6 different one run work great google display option nice well think definate winner,1
like program much well default google calendar much easy enter new task way easy review exist task month view especially nice good job make lack mouse hover see,1
give 4 star far good calendar app not look thank amazon offer free long ago daily app buy enjoy many widget customizable function put many developer inc,1
download many calendar app one delete   nothing would properly sync google calendar   work perfectly awesome widget option remind ical mac totally miss   definitely get,1
use business calender appgenix software four year change   user friendly easy learn,1
one new favorite   way well stock calendar atrix   great interface bug   cost beer stay organized seamless simplicity   heck yes ill give 5   thank biz cal,1
well calendar one android 3 even new 40 calendar good one,1
absolute good calander app everything miss not already get get tablet optimize widget though need 6x6 minimum tablet,1
awesome   can not believe freeseriously   google make default calendar developer retire tropic well yet develope app google stay rich yup good,1
look well calendar   love htc sensation wonderful   link google calendarcan live without,1
not happy old calendar one great customizable like take birthday notice calendar facebook people not know happy able change color something appeal,1
try calendar one provide high level organization ability set specific mode amp detail enhance theoverall effectiveness calendar,1
instal seem slow droid x crawl one point lock altogether uninstall,0
use calendar daily use daily integrate perfectly android device update perfectly google calendar web integrate other schedule opportunity mine make life livableif be not write,1
far good third party calendar app ever use everything suit perfectly whole app flow flawlessly,1
generic app sort needlessly complicated buy everything pencil piece paper pass,0
spend 5 allegedly work kindle fire synch may calendar tootle not   maybe one day 1252011,0
never huge fan default calendar app find touch calendar good option alternative default google market   release free app think would try see work well,1
goto app keep time straight since early betathe graphic representation time slot help keep appointment might otherwise overlook,1
probably valuable app phone keep track meeting appointment can not figure manage without year,1
app well stock calendar far love see start end time widget able select day two week time amazing also one touch add nice would think someone cou,1
good integration gmail calendar function   extremely flexible easy use   definitely worth price although get free,1
intuitive   much say worth money coordinate multiple account would even well reqall,1
late upgrade really good calendar   easy use easy see item sync work perfectly pc gcalendar   glad get,1
use jorte calendar year fave can not sync add calendar google account like jewish holidayswell one monthly view default fav little ugly hard decypher app,1
pretty stoke app not fully explore offer yet go standard initial setup basic customization like range color code option eagerness sync calendar can not wai,1
ill preface review say use calendargoo touch calendar extensively think calengoos drag   drop style ability awesome whole new leaguebusiness calendar still actively develop whic,1
usually get free version go pay app since app know would use lot decide jump 2 foot amp bypass free versiona reluctant pay 499 definitely   well spend  ,1
pretty good still little room grow icon   button widget look childish app directly handle reminder instead let stock calendar least provide option go app reminder nothing else despite sm,1
love text color month view see day event without open another screen great huge selection widget save five cell screen real estate loss info actually info not even explore option rela,1
great calendar can not believe get free suffer pocket informant long switch wish u could set option quotsnap gridquot scroll horizontally hopefully update resolve,1
far functional calendar app come phone importantly far fasteroverall welldesigne use phone sync software not work around phone problem facebook calendar sync appointment h,1
fence get day normally build app pretty hard well   may spartan trend good   app really amazing   come phone,1
try calendar app good far feature not see really want like option set default amount time reminder event remove completely great,1
great calendar app   like widget   configure show three day   one tap see month   one swipe see swipe day hourly view love,1
app great interface unlike standard android calendar app mimic online calendar interface available gmail overlay date agenda top month view opinion feature well oem calendar method,1
bis calendar show colored square month view entry tap one see big annoyance htc calendar jorte display text view option sync google c,0
everything need much well stock calendar flexible work well numerous google calendar simultaneously htc thunderbolt,1
excellent calendar replacement slick fast intuitive would recommend app anyone look full featured calendar replacement,1
use kindle fire hdx super friendly interface simple use everything want   able use without log amazon site review state would recommend ot,1
far fundamentally sound functional app   type calender app want quite time versatile customize android user great job 6th app ever rate 5 star,1
wow   know good little gem would drop lincoln back get android   clean smooth seamless   amaze feature power application   love fact pick google calendar automatical,1
use consolidate personal work calendar calendar wife kid great job well stock google calendar first app install new device,1
simply put make life easy add imperative feature get stock google calender can not really think anything complain guess try really hard find something could say quotpr,1
run cyanogenmod 7 os edit calendar event exchange calendar standard android calendar   app let   nice feature top wealth feature   hom,1
android market jan 15 2012 version amazon notlame pay app cheat amazon user,0
thing make unhappy upgrade ancient unsupported palm treo 680 android device lack calendar comparable look functionality palm calendar unquestionably good mobile calendar,1
awesome app lot potential lack lot integration   one   not play nice exchange allow view exchange calendar   primary one   see calendar end get touchd,0
easily useful app ever download app store use use standard android calender manage school work schedule hate able easily view friend schedule app allow,1
exactly look replacement generic google android calendar   flexible monthweekday view appointment option really nice information box select individual appointment   anothe,1
look detail specify optimize android 30 skeptical like test thing xoom anyway   actually look work beautifully kind shock smoothly flow qu,1
work well sync gmail calendar smoothly app willing pay add new event easy smooth,1
far superior calendar app see love ithere word satisfy twenty word minimum,1
try several different calendar far cream crop adjustable widget allow full month view without need open calendar fully also different color setting make much well,1
former blackberry user never really thrilled calendar app evo fortunately unlike blackberry several alternative stock app already use quotsmooth calendarquot widget,1
nice thank amazon app give lot great feature not see anywhere else like quick way select multiple day view super quick smooth give pretty good widget use homescreen quite,1
like color code differerent calendar calendar different account many different size widget make template add new event calendar invite other basi,1
exactly look awesome able see everything agenda without open program many different widget option,1
well think   design application like widget also consider put screen shot widget marketplace page,1
download thus back beta amazed polish feature app widget marvelous interface intuitive purchase one within day available keep good work guy,1
usually free app poor last great onedidnt know one well stock appointment calendar app htc even not look good functional,1
nice gui helpful widget show whole week calender phone easy add new event start add new alarm feature bugfree believe developer make thing well,1
we far good calender app   use 9 month would not,1
great calender app lot feature lot useful option easy read enter date use every day,1
love app use widget show upcoming day agenda awsome would use widget droid,1
great calendar app find agenda view widget far superior anything else try win,1
ever since first get original droid want calander widget place full calander screen   first one find exactly want 4x4 calander show whole month either list event pe,1
big user google calendar   love extension pc google calendar simple easy use view customizable alert work great   never fcd htc g2,1
1 wrong day monthly view total shift sunday appear monday monday shift tuesday etc2 current week weekly view totally blankthis bad pricey useless calendar email developer even add screen,0
blow default calendar water   actually worth 6 business user actually feel little guilty use free nice thing app like launcher pro calendar widget integrate perfectly adddeleteetc feature,1
use free version app several month really enjoy glad wait buy uninstall free install full version free sweet htc evo,1
able get app work discontinued pandigital tablet may correct operating system etc blame app   blame tablet,1
expect may new app general commercial,0
want use get idea return would   go step tell end taxis complex   probably good app people simple deduction etc,0
use predict taxis year easy quicki little apprehensive put info last year get refund 100 correct last year look like year accurate close yay,1
use tax estimator think work well   put minimum amount information   well see close come finally taxis,1
uninstalle app need give nice quote 100 accurate get expect,1
personal   not put ssn line app   not use,0
idea suppose look like great idea app turn need delete kindle,0
find accurate   simple formula easy app work well kindle   try,1
easy use give good 34ballpark34 figure return might worth purchase thank,1
easy use make many note want app autosave exit also date last time touch note not look pen paper kindle always next work perfectly pro,1
love app work great kindle fire great note reminder even long story highly recomend,1
like app lot   write thing like old tall niall horan bday   love kid,1
love app plan wedding need notepad could use list wedding detail invaluable also come handy grocery list simple design not thing save since auto save ow,1
use time jot note love app one good note can not say enough,1
impressed easy use notepad love fact save work without anything find handy go doctor important place need write information,1
love note look good simple quick pickup 34note taker34 minute can not stop use could not wait write review oh wait cross item say grocery list,1
use app thing remember not really access pen paper not want carry around pen paper also use especially not want forget something use checklist grocery shoppi,1
easy use keep   organize   handy compare free notepad good,1
great write note class journale grocery list awesome wish could sync w one phone,1
first use get sick bronchitis work wonder communicate coworker,1
use app everything   currently plan baby shower soon step daughter wedding ikeep everything need   love share note anyone need easily edit well,1
exactly look nothing spectacular get job do name page write note good quickly jot thing,1
note pad good reminder yet use time ihave worddocument buy use fr document like shopping list 7inch phablet phone tablethowever like say great fir reminder well,1
helpful utility use everyday love write not need fancy thing perfect anybody need simplebut good app,1
need something jot note list use kindle fire hd   perfectly suited,1
really like use app app really usefull everyday life app record thought may memo need write even list use app many time become r,1
give five star perform advertise far find useful create list   especially list book want read never keep list except amazon wish list odd someone,1
forgetful person iswow work great look see buy store day,1
want record little piece information free bunch word direction extra information,1
say perfectly satisfied nothing ask app live description get five star,1
10 year old write book often perfect search place write book thank workpaillovejillian h,1
love thing get kindle fire could not happy choose note program create multiple note ease not find name yet big deal,1
use inkpad kindle fire think great app small ad top not bother one bit also think super convenient note save automatically make title first line note,1
helpful boring expect lag point delete app use first time,0
thing besti use keep note school really helpful start high school soon can not wait use,1
work like notebook paper functional intuitive piece paperit without flashy feature word processor mean,1
look notepad something wright song job graph document school love app highly recommend like awesome thing like dress virtual   note pad go,1
use grocery list diary note etc   great little app   get free one really really like   fit need,1
love little app keep small note list not little paper place work great grocery list anything might want quickly write type instead will not lose,1
somebody near bottom review say save button auto save   can not wait try,1
like lot   use read book want keep note character   see lot use   gad find,1
put kindle fire look simple little note keeper one let email write   nice trip write little back email simple nice yes ad,1
glad find app   need simple way keep fewbasic list thing perfect work great kindle fire hd andha help page find extremely valuablefor newbie like alotof times get app ha,1
download samsung s3 nice jot note shopping list time leave home,1
help many wayskeeping track book readthing etc etcall easy record   even post emailthank whoever create,1
gpt app use personal journal   activate immediately start type   save quotdocumentsquot call easily able open backup edit   also love type instant,1
good food diaryor really note take deviceyou send anything write email address neededthe thing not like go back past documentation alter put document th,1
work great   easy use   handy tool away pc   store important info tablet future use,1
decide give review stop request review product   comment product wife purchase   pass lord april 2012 not know anything   must h,1
little notepad beat fancysmancy factory instal word processor hand open write attach photo document etc send keep save copy close inkpad andyou can not hardly beat free,1
wife must buy notepad much say sure happy,1
use everything list christmas list copy info web page post   useful never crash   also easy use,1
really love amazing use time write long trip home easy use really love app,1
take easy note   electronic device   simple easy use note lot feature,1
simple app take note frill work well would expect basic note take program,1
hate write thing post itsthis app greatwhat movie needwhat grocerieswhat junk food pick uppretty much anything use post use thisand free recommend,1
well evaa need get app work kindle fire perfect like app apple itouche   iphone   ipad get app,1
perfect note simple want write note get notepad really easy,1
thia prettty good app use use right note nd tell other,1
app give free time write story plane car love app take adventure book write good app ever,0
love app able use many thing even make note send email something go need later,1
work great save everything automatic love easy use great direction get around,1
perfect need love use take note keep reminder like notepad,1
long use actual notebook notepad write inkpad notepad make life much easy use pad anything love much 4 device kindle fire hdx laptop smartphone   desktop,1
app good     almost simple   not like icon either look fuzzy screen   eyesore ad,0
often find need make note one reason another find bit inconvenient carry around big bulky notebook write note list kind joke whatever may keep kin,1
download kindle fire use everyday   well worth price   download,1
want need like notebook kindle simple one reminder get simple,1
use take note make list time really helpful convienent always kindle,1
love kindle kindle fit purse take grocery list email someone else need pick something,1
really love   app good note book note pad app ever get far totally recommend app put different section note duh save,1
great notepad easy clear fat love shopping record quick idea memo love clear yellow background color,1
love app   versital easy use   email shopping list mobile phone fumbling paper   hold multiple list   think would great tool many application,1
perfect kindle   really need something keep list   perfect even like font   convenient not even anything say note   save,1
pad meet writing need use pad image give mindset writing pad download open durable usable other may agree friend mind try month work fo,0
love app give opportunity write everything recommend product 100,1
great note grocery list anything want jot convienant,1
absolutely perfect reminder thing   easy access easy delete   great way write note retain indefinite period time,1
great app everything suppose great also u want share u write email,1
sceptical app first free   app awesome   great student need something write homework   great app,1
nice something hand jot something copy word webpage book,1
simple first line file name type automatically save tap plus sign add note tap trash delete note note open   tap share symbol kindle fire print note send email etc,1
use brain helpful   time   love,1
pretty much exactly like note section iphone good use jot quick thing remember,1
great app make short note need make something else go somewhere,1
work like iphone notepad app great kindle fire hd sometimes remember thing need write app come handy,1
great tool easy piece paper write something can not lose miss place put itit always,1
really like app bc simple use load quickly even without access internet sometimes will internet access app take minute one   almost easy use write paper tablet  ,1
start use far enjoy kindle   really easy use,1
probably use app kindle fire handy easy use highly recommend app,1
kindle ipad used iphone need something put thought notepad like iphone,1
look something similar word processor find font nice great notepad want notepad well get one,1
easy use   need title hide list   63 easily use,1
indeed handy quick resource kindle make remember thing easy   love color,1
download app bit ago play whileit auto save nice work great kindle fire,1
really like notepad nice way makingtaking note good way keep track note easy use,1
really like program   give ability use email program kindle one email whatever write   use program lot keep stuff,1
not find list add item always think something add list,1
use todo list also great grocery list since carry kindle purse update thing time people give address note never lose piece paper   also easy name list,1
love notebook use time useful use everything,1
notepad free good catch quick idea grocery list whateverhow bad lol,1
love   every note date quickly find note since kindle always,1
app come handy want jot quick note two love easily email note phone convenience,1
handy note pad besides color choice chhose make easy set topic apart use navigation easy save look much like miniature pad contain long information good,1
love need writing hobby simple easy use one good thing app could share multiple social site even email cool,1
love write first screenplay much like app comes preloade iphone ipod   recommend kindle fire user easy use character limit find,1
think creator fantastic job make appwhere decide put therebravo,1
ipod touch app love happy kindle fire also easy use,1
not bother try app   soooo user friendly   coudnt make work,0
like 34quick dirty34 utility generate store note idea   especially ability print later use,1
love way quiet quoti can not email itquot   get lazy bum go email computer   like app,1
love app simple want save note write stuff need say,1
nice app jote note not worry look pen paper,1
app simple easy   need take note right think   like app iphone   clear writing   easy use,1
app amazing absolutely love ocd make liststhis app perfect every day get start make new list actually seem almost thousand note highly recommend app,1
perfect make list jot note etcautomatically save bonusoverall user friendly come guide question,1
important app work kindle fire fun customer important tool,1
kind freak take note write thing need remember   store   think 34oh need that34   not make note completely forget something else jog memory   app,1
like nice addition kindle easy use wish could back note instead email save copy pretty cool,1
easy note take software ever use line feel organized easy read thank,1
can not say hate   not chance work   sure helpful,0
need simple way organize information fit bill easy use easy understand,1
ordinary notepad reason 5 star not need pen not buy notepad,1
delete next day worthless user friendly would let exit make note   would let make change,0
nice kindlewhen thought need something store always side make notei love,1
not know people give bad review great not problem plus free,1
love app great take notesi highly recommend app age please download awesome free app,1
go app think would ok love not listen anyone trash talk app amazingyou send thing email edit note anytime automatically save heart app,1
easy use like   yellow tablet   thank much   own kindle 3 mo every day new adventure   quite something sice 67,1
awesome app start school next grade go write note app useful,1
work well make fit kindle real well help keep track list,1
allow write offline compose email blog statement simply write save copy paste email blog site great program kindle five star sure,1
really like note pad   come real handy   not need carry notepad,1
test 3 free notepad app first four u see u type notepad search box good one perfect 4 writing note good note app get,1
great little notepad jot thing   use keep track homework add new item delete thing finish,1
simple note pad without cumbersome frill   good   work offline access note anywhere every note show title sort date make list jot thing want rememberwonderful app,1
use take note church meeting work save document not   worry lose note love,1
use notepad constantly shopping list well list especially work think something home,1
love app sit vocabulary word every time get type save,1
one 34the best34 app get   easy use handy   knitter also find good quick note pattern change list need purchase   mention great grocery list thing list,1
simple easy clean great list note memo write stuff copy paste later easy use demand annoy content always save even back like kindle fire iphone,1
useful good notepad app kindle fire hd yah get suggest,1
use time love give option send email help lot,1
already use every day convenient carry around piece paper note easy use,1
nice way keep note list etc kindle fire use grocery list list whatever,1
handy app take quick notehandy app take quick notehandy app take quick note,1
great little app convenient clean intuitive especially like feel quothandwritingquot font somehow find use time even willing pay buck adfree screen featur,1
use work fine easy recommend note grocery list anything cheer,1
easy use love however thing note scripture etc need change kindle lose note back suggestion note real,1
list open see private without give password great app,1
use item kindle easy use would recommend other want able make list write note work great,1
like keep note device good app easy use people may find necessity daily life,1
need make quick note kindle fireinkpad notepadi easy simple get app take note less instal create choice simple note handwritten note sticky,1
probably aware look app model notepad apple network iphone strictly apple android person andriod power kindle fire hd compare two th,1
laugh brother law still use paper pen like yellow stickum office forever put office not loose,1
love iti know find note keep track info recommend anyone kindle android tablet,1
love incredible simple nice grocery list list even notebook go long car ride love love love app,1
nice reminder list use lot really come handy great kid practice write,1
suggest least read reviewplease note app really great one totally free simple easy use read review say app not forever save note well option,1
icon may appealing free save note hassle free great app,1
get kindle son recommend   look like go work well jot quick note   sure beat try find piece paper,1
app awesome every body totally get app also let email write like totally awesome everybody,1
app amazing kindle fire mean like restriction,1
get old ha ha like make reminder note know go lifei not trust take kindle shopping good kind note would would say get free say,1
good notetaking app ever look something like like ever awesome format put recently edit add note close top awesome app,1
amazing use every single day   keep track homework   love email note   great app   amaze   well app iphone    recommend everybody need keep track homework   w,1
use keep track thing like filter size air conditioner licence plate number thing   knowstuff   easy use good app,1
want simple note take ability   one simplicity good   look like small lined notepad get local office supply store   start note list save   really important sugge,1
app simple easy save automatically like real note pad kindle fire comment say kindle fire scatter minded like kindle fire get awesome app,1
get free note pad app kindle fire 1st generation work flawlessly   take note meeting seminar never need pen paper   thank college handwriting illegible often even app perfect,1
app exactly need mean store forget list like quotaw shootquot day take phone everywhere thank much app,1
serve purpose   not issue list person love not bunch paper everywhere great shopping list,1
can not tell much love app husband tablet meeting work use constantly use number thing great list direction etc name app useful,1
useful write little thought important informant though day lot ap class high school year app help lot,1
much well pen pencil paper plus like able take everywhere   nice drsand honey list,1
helpful sciencen project also make note something email someone usefull work school thing,1
need note pad type church note find app,1
find app usefully need jot think need remember glad,1
description lie   description say quotwrite like regular notepadquot   true type everything   thumb typist useless   jot note six time fast try type stuff  ,0
new good friend use everything food travel info scratch paper lay around,1
random title feel like put not ruin dream go back mehico   anyway   good app write thing need remember like need put dead body anyhooo coo,1
nice able get thought not forget want get do carry ever,1
love use time forget something go back edit anytime close save,1
love app allow jot anything moment notice easy use truly convenient recommend anyone,1
list maniac   never go anywhere will handwritten list leave home mistake pretty much lose   list type speak kindle fire travel around   even compose poetry,1
give rating incredible right minute remember something get not forget anything ireally like like memory would recommend,1
always autosave mistake three paragraph 250 word essay could swear save type come not save thatiexcliexcliexcl 1 9733iexcl,0
free app suppose less   like pad full sticky note good app kindle fire,1
love little pad always take note little piece paper lose much convenient good app thank,1
nice little note pad   two kindle work well   expect sayit great note pad,1
app nice help sort everything need dobut good orginized app,1
awesome love able use thought throughout day like notebook ecapacity,1
inkpad good notepad app font easy2read learn use right start write note inkpad school easy study right kindlefire,1
come handy many thing   use grocery general shopping list keep track info dr appt meeting,1
good thing come across note kindle fire not get new version market unless need search feature though since add synche google kindle fire not support yet part,1
exactly say note pad   word processor one font actually two   android inkpad   format tool easy enter info entry easy save either first will,1
soon instal try uninstalle find well free app within minute   difficult write lefthanded although sure make difference tiresome operate,0
pen paper kinda girl however really like app use time never solely rely technology easy convienent,1
excellent app   first use track christmas gift purchase find good tool   would highly recommend even not free,1
simple app great write thing never even notice add great make list,1
inkpad notepad great app fit need easy use recommend app,1
love app   use make shopping list keep track family med   lifesaver everyday thing lot,1
awesome app absolutley complaint love app never remember anything need remember something go note   nice addition kindle fire,1
look something like every 34note34 app sync every calendar blah blah blah perfect jot something quick super easy use favorite app,1
work like expect   use shopping list quick note not need search pen paper   thru delete paper waste   love little tool,1
good note pad ever use great save information use time,1
want able write note go without lot extra useless stuff inkpad need make grocery list todo list etc app perfect not need different color note anything like since,1
tbis great app jot note not use much yet look like many capability,1
look write note remind thing work well,1
ink pad great   never worry pen paper getting mess     easy use amp always phone tablet get app,1
son show could put fire already start use christmas list   know go favorite app   see able use take note meeting class room visit studen,1
inkpad notepad simply amazing super easy store email note friend share note facebook note auto save not remember save go way find note simply go,1
could lot well   look delete notesvery hard type hard find note type,0
download app way get idea head not forget app exactly suppose work perfectly kindle fire,1
love app easy use useful use app kindle galaxy,1
favorite app write note simple write amp easy read would suggest load app amp free,1
ok exactly like one ipod amazing thing kindle fire really happy right get,1
much like sticky note lose helpful write note automatically save email kindle go wherever go note list free writing etc,1
type app reason buy kindle fire   want simple use notepad could use jot item like grocery list   super simple use,1
like make list thing need remember excellent   easy way thanks pat,1
easy use manage look shopping list planning notation anything need go do,1
much sayit note pad put note work fine kindle free,1
keep grocery list shopping list note self book other recommend   easy access use,1
say customizeable neat useful beyond little reminder   download kindle fire hd get use daily   highly recommend,1
need program work coworker recommend inkpad great free not require purchase upgrade work type send,1
notepad simple intuitivesince not   need fancy functionality stylish font   app take note allow share archive   one handful   test keep move top position,1
basic simple note take app job wellall basic kindle typing edit shortcut work include swypeno graphic bell whistle not want graphic perfect mebee simple not take,1
great place jot note real quick look since gs3 not come easily usable place take note,1
program exactly look   program optimize one purpose well   sincerely hope end feature creep   work great kindle firesiimple list ability edit list title,1
need simple notepad kindle   use extensively thing like packing list todo   extraneous feature nice clear notepad,1
true life saver   use program daily find great asset simple downloadinstall use,1
love builtin notepad ipod touch since get kindle fire not look back download try many quotnotepadquot app use instead none good one io great though color code,1
work perfect good item instal easy use keep note measurement bad joke toanythe,1
app great use time little reminder app freaking awesome,1
omg luv app start journal never get bored think go get notebook start one see free sooooooooo excited,1
app kindle fire definitely keeper put unlimited amount word sentence paragraph etc app amazing free   totally recommend look something keep note list sho,1
free app exactly say   unobtrusive ad top sort note alphabet date   however name file first part note can not change,1
use app time not 34save34 anything special format etc always handy,1
overall great list creation app   currently numerous short long term 34todo34 list well store datum list work   regret lack separate keyboard attach kindle fire   touc,1
great app go   list reminder even shopping list   app worth add android device   quite helpful remember thing go   would highly recommend,1
easy use use password need today security list phone enter later etc etc,1
really like app allow put note kindle not paper pencil handy,1
keep note meeting reminder daily thing need paper pencil app,1
inkpad notepad easy use   useful feature amount table content automatic save   love,1
use many note pad butthis good great school help subject easy 2 read font atomatically save work fabulously kindle fire plus free good note take app ever,1
work like say actually auto save note write without anything way save love app,1
handy easy use easily delete old note sheet also easily add new note look,1
great pick wife great way we communicate case ever forget something day,1
enjoy much make grocery list etc not get lose easy add   print take   since writing hard read   notepad great,1
like notepad never seem peni really love whet need time fingertip,1
love inkpad notepad   use time   write poetry come handy not pen paper always stay device   everyone great,1
good 4 story wrighte rught funny 1s   see get fer dis crap well bye anyone hos reede,1
ok app sux not waist time commint wrong boo app writer like writer boo boo,0
nice app device use meeting come handy jot quick note far not find negative need notpad device great one,1
love app perfect type story put note would recommend app age,1
not use app much yet try seem fairly easy use,1
easy use   take lot note make lot list different thing work well need,1
type list store title store get save automatically 1st word store name bring store tada not forget anything,1
real nice able write quick note not pen paper handy okay,1
luv app write book friend say become author tear want vet,1
many note app choose one like 20 app good choice keep organized never give problem hope like,1
fun app grandkid like use get full size blue tooth keyboard even fun,1
like way app look   note pad always appear blurry   otherwise work fine intend,0
really like note book like note page title not need internet use remember charge kindle go page grocery list list movie want watch li,1
use journal sort year good app easy use save,1
least not look delete kindlefire hope something like looseleaf could write list hand type letter letter stylus frustrate,0
app helpful well organise easy use perfect take note kind write,1
love inkpad kindle fire tho app phone fun way list thing want glance really neat app thank,1
keep note organize one place sticky note great ill grab frig lose able find purse inkpad great take note phone,1
would recommend anyone bid field use rather paper never lose note awesome easy use,1
lot time need notepad pen not one   write grocery list leave home work   one make list automatically carry phone everywhere   awesome,1
great take note even pair alarm clock xtreme free remind look note write,1
spectacular app help remember plan day go really nice app,1
one use legal pad note shopping list list etc want miss app   exactly say   easy use   shortyou electronic junion regular legal pad finger tip,1
great little app elaborate enough email feature great make shopping list kindle email list phone easy ad yet notice,1
product perfect always write quick note idea story hate waste paper note go dispose long write keep order allow,1
wait time give son app cry kindle time fete madly break kindle screen,0
really good app thing like write poetry song even shopping list parent single thing could well without cost money,1
app nice neat well simple use handy definitely great todo list anything else try remember,1
store note anything kindle anywhere go free like almost like electronic postit note would definitely recommend app,1
perfect little note pad kindle fire use regularly serve purpose well need something jot note reminder even random thought title note easily delete whe,1
wonderful app type keep note easy use read fun thank creator inkpad notepad,1
use everyday personal journal notepad shopping list easy get hang overstate usefulness app recommend kindle fire user,1
like app   jot idea draft poem   like sharing option   want something inexpensive would help writing need   fit bill,1
good app cover basicswork write notebook paperauto savingnowifi require title writtentype big section headergreat app,1
notepad excellent   give 10 star   new way write note instead notepad,1
love need want   look work well thank,1
good app easy use wanted   need also adorable font,1
many usesmy list work great well grocery list easy use delete list would recomment,1
surprised find kindle not notepad app standard download one exactly look something simple jot note great simple app,1
recent convert palm os one thing really need ability take note consulting gig inkpad work well regard inkpad allow store multiple note fashion similar note pad app bake palm,1
neurologic damage hand long write legibly   little notepad save   take kindle everywhere list reminder right finger tip   great product,1
look free writing app   not think would allow type short story save supply ample space save previous note   also allow send note email address necessary,1
really like app want andor need note app one great pick virtually apple version notepad like not manually save note save,1
work write note save paper save money see getjust want,1
fabulous little app jamie oliver use several video explain lot common kitchen step love recipe step step picture show different step well organized helpful app look forward,1
able install ask mem even tho 8gig internal 10 gig sd htc evo 3d,0
app download instal open without problem might actually help figure kitchen,1
